"Summons Number","Plate ID","Registration State","Plate Type","Issue Date","Violation Code","Vehicle Body Type","Vehicle Make","Issuing Agency","Street Code1","Street Code2","Street Code3","Vehicle Expiration Date","Violation Location","Violation Precinct","Issuer Precinct","Issuer Code","Issuer Command","Issuer Squad","Violation Time","Time First Observed","Violation County","Violation In Front Of Or Opposite","House Number","Street Name","Intersecting Street","Date First Observed","Law Section","Sub Division","Violation Legal Code","Days Parking In Effect","From Hours In Effect","To Hours In Effect","Vehicle Color","Unregistered Vehicle?","Vehicle Year","Meter Number","Feet From Curb","Violation Post Code","Violation Description","No Standing or Stopping Violation","Hydrant Violation","Double Parking Violation","Fiscal Year"
"1,502,812,538","BA37052","CT","PAS","08/20/2026 12:00:00 AM","19","SDN","TOYOT","P","64,290","7,540","7,790","88,888,888","114","114","114","981,882","0114","0000","1156A","1156A","Q","F","28-02","STEINWAY ST",,"20,250,820","408","E2",,"bbbbbbb","ALL","ALL","BLUE","0","2011","-","0",,,,,"20","2026"
"1,490,892,370","LKN1586","99","PAS","08/20/2026 12:00:00 AM","14","SUBN","RIVIA","P","20,730","58,330","59,640","20,260,506","94","94","94","969,832","0094","0000","0212P",,"K","F","77","BOX STREET",,"0","408","C",,"BBBBBBB","ALL","ALL","GRY","0","2024","-","0",,,,,,"2026"
"1,500,715,712","AH69724","PA","PAS","08/21/2026 12:00:00 AM","14","TT","VOLVO","P","49,690","42,785","27,108","20,260,531","105","105","105","949,775","0105","0000","0930P",,"Q","F","236-02","HILLSIDE AVE",,"0","408","5",,"BBBBBBB","ALL","ALL","WHITE","0","2022","-","0",,,,,"20","2026"
"1,501,996,460","KJJ7573","NY","PAS","08/21/2026 12:00:00 AM","40","SUBN","NISSA","N","10,010","18,850","18,870","20,261,223","15","15","19","976,543","0019","0000","1029A",,,"F","1830","1ST AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL","GY","0","0","-","10",,,,,"20","2026"
"1,494,140,755","MBM8648","PA","PAS","08/22/2026 12:00:00 AM","46","SDN","ACURA","P","70,720","29,120","29,120","20,261,231","46","46","46","981,144","0046","0000","0821P",,"BX","F","2000","VALENTINE AVE",,"0","408","F1",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,"20","2026"
"1,496,282,930","K85VPY","NY","PAS","08/22/2026 12:00:00 AM","67","SDN","HONDA","P","63,190","6,950","28,500","20,260,420","47","47","808","976,383","0808","0000","0500P",,"BX","F","1920","SCHIEFFELIN AVE",,"0","408","F2",,"BBBBBBB","ALL","ALL","BLACK","0","2024","-","0",,,,,"20","2026"
"1,500,588,738","T116560C","NY","PAS","08/22/2026 12:00:00 AM","20",,"FORD","N","13,465","31,610","12,950","20,260,630","1","1","1","972,983","0001","0000","1100A",,,"F","1","BOWLING GREEN",,"0","408","D",,"BBBBBBB","ALL","ALL","WHITE","0","2022","-","0",,,,,"20","2026"
"1,500,999,842","T676633C","NY","PAS","08/22/2026 12:00:00 AM","21","SDN","TOYOT","P","70,720","27,060","27,090","20,260,531","46","46","46","980,860","0046","0000","0141A",,"BX","O","2110","VALENTINE AVE",,"0","408","C4",,"BBBBBBB","ALL","ALL","GRY","0","2020","-","0",,,,,"20","2026"
"1,501,556,423","JDN8570","NY","PAS","08/22/2026 12:00:00 AM","14","SUBN","NISSA","P","15,410","36,210","24,490","20,261,031","26","26","26","975,221","0026","0000","0345P",,"NY","F","170","CLAREMONT AVE",,"0","408","C",,"BBBBBBB","ALL","ALL","GRY","0","2018","-","0",,,,,"20","2026"
"1,501,556,435","CE68986","NY","TRL","08/22/2026 12:00:00 AM","66",,"WELLC","P","36,330","31,390","15,910","20,231,231","26","26","26","975,221","0026","0000","0440P",,"NY","F","400","WEST 128 STREET",,"0","408","C",,"BBBBBBB","ALL","ALL","ORG","0","1997","-","0",,,,,"20","2026"
"1,502,553,508","CAT0304","NY","PAS","08/22/2026 12:00:00 AM","40","SUBN","HONDA","P","49,420","27,270","27,300","20,260,504","46","46","46","981,329","0046","0000","0048A",,,"O","2430","MARION AVE",,"0","408","D1",,"BBBBBBB","ALL","ALL","GRY","0","2008","-","0",,,,,"20","2026"
"1,498,294,431","LAN5819","NY","PAS","08/23/2026 12:00:00 AM","14","SUBN","INFIN","P","0","0","0","20,250,428","100","100","100","957,499","0100","0000","0254P",,,,"204","E 79 ST",,"0","408","J2",,"BBBBBBB","ALL","ALL","W","0","0","-","0",,,,,"20","2026"
"1,499,227,450","T142822C","NY","COM","08/25/2026 12:00:00 AM","40","SUBN","TOYOT","P","0","40,404","40,404","20,260,531","48","48","48","980,899","0048","0000","0256A",,"BX","F","2290","CAMBERLING AVE",,"0","408","F2",,"BBBBBBB","ALL","ALL","GRAY","0","2025","-","0",,,,,"20","2026"
"1,500,999,854","LNW1297","NY","PAS","08/25/2026 12:00:00 AM","46","SUBN","HYUND","P","73,820","26,910","26,940","20,260,801","46","46","46","980,860","0046","0000","0247A",,"BX","F","1824","WEEKS AVENUE",,"0","408","J3",,"BBBBBBB","ALL","ALL","GRY","0","2007","-","0",,,,,"20","2026"
"1,501,547,951","JBX7383","NY","PAS","08/25/2026 12:00:00 AM","17","SUBN","CHEVR","P","18,950","10,210","10,110","20,260,822","23","23","23","958,550","0023","0000","0240P",,"NY","F","216","E 99 ST",,"0","408","E5",,"BBBBBBB","ALL","ALL","WHITE","0","0","-","0",,,,,"20","2026"
"1,500,349,355","KEM6026","NY","PAS","08/25/2026 12:00:00 AM","14","SUBN","JEEP","P","20,530","24,830","5,080","20,260,811","76","76","76","972,161","0076","0000","0546A","0534A","K","F","363","BOND STREET",,"20,260,825","408","E2",,"BBBBBBB","ALL","ALL","WH","0","2019","-","0",,,,,,"2026"
"1,502,357,161","LPJ7716","NY","PAS","08/25/2026 12:00:00 AM","40","SDN","HONDA","P","10,530","6,880","6,980","20,260,901",,"0","62","974,422","0062","0000","0845P",,"K","F","1853","79 STREET",,"0","408","F2",,"BBBBBBB","ALL","ALL","WHITE","0","2022","-","0",,,,,,"2026"
"1,482,771,184","740684","DE","PAS","08/26/2026 12:00:00 AM","40","SDN","BMW","P","32,200","18,950","70,330","20,210,506","75","75","75","968,385","0075","0000","1237P",,,"O","1305","DELMAR LOOP",,"0","408","D",,"BBBBBBB","ALL","ALL","WH","0","2012","-","0",,,,,"20","2026"
"1,498,683,873","KFD4964","NY","PAS","08/26/2026 12:00:00 AM","20","SDN","TOYOT","K","0","36,390","0","20,261,027","112","112","3","160,078","0003","0000","0153P",,"Q","F",,"RUSSELL SAGE PLGND","BOOTH ST","0","408","C",,"BBBBBBB","ALL","ALL","BK","0","2011","-","0",,,,,"20","2026"
"1,501,448,481","937BFV","SC","PAS","08/26/2026 12:00:00 AM","46","SDN","AUDI","C","31,400","30,370","12,550","20,260,331","45","45","0","100,580","CCPD","0000","0710P",,"BX","F","100","ERDMAN PLACE",,"0","408","C",,"BBBBBBB","ALL","ALL","BLUE","0","0","-","0",,,,,"20","2026"
"1,501,449,540","LEU4630","NY","PAS","08/26/2026 12:00:00 AM","14","SUBN","MITSU","C","30,370","41,720","12,550","20,250,914","45","45","0","100,374","CCPD","0000","0756P",,"BX",,,"R/O 99 EINSTEIN LOOP",,"0","408","J9",,"BBBBBBB","ALL","ALL","WHITE","0","2024","-","0",,,,,"20","2026"
"1,502,261,819","THK4913","VA","PAS","08/26/2026 12:00:00 AM","14","VAN","HONDA","P","27,225","18,040","51,090","20,260,630","105","105","105","949,775","0105","0000","1105P",,"Q","F","89-12","249 STREET",,"0","408","5",,"BBBBBBB","ALL","ALL","GRAY","0","2005","-","0",,,,,"20","2026"
"1,502,405,428","LHR7676","99","PAS","08/26/2026 12:00:00 AM","40","SUBN","TOYOT","P","64,290","7,240","7,540","20,260,705","115","115","115","981,911","0115","0000","0945P","0942P","Q","F","2587","STEINWAY ST",,"0","408","C",,"BBBBBBB","ALL","ALL","BLK","0","2016","-","2",,,,,"20","2026"
"1,500,396,801","DNC552","IN","PAS","08/27/2026 12:00:00 AM","21","SUBN","CHEVR","P","58,190","48,290","54,090","20,260,814","104","104","104","963,488","0104","0000","0107A",,"Q","F","601","ONDERDONK AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,"20","2026"
"1,500,396,813","2231ND","NY","COM","08/27/2026 12:00:00 AM","78","VAN","ME/BE","P","45,490","39,890","14,240","20,260,430","104","104","104","963,480","0104","0000","1254A",,"Q","F","6722","FOREST AVE",,"0","408","D1",,"BBBBBBB","ALL","ALL",,"0","2020","-","0",,,,,"20","2026"
"1,501,448,389","S2355135","GA","PAS","08/27/2026 12:00:00 AM","46","SDN","NISSA","C","7,830","9,600","23,800","20,250,912","45","45","0","100,084","CCPD","0000","1011P",,"BX","F","100","ALCOTT PLACE",,"0","408","J9",,"BBBBBBB","ALL","ALL","BLK","0","0","-","0",,,,,"20","2026"
"1,501,932,354","FDV9230","NY","PAS","08/27/2026 12:00:00 AM","33","P-U","TOYOT","Y","93,830","64,830","23,330","20,260,804","71","71","976","102,039","0976","0000","0922A",,"K","F","444","WINTHROP ST",,"0","408","C4",,"BBBBBBB","ALL","ALL","GRAY","0","2008","-","0",,,,,"20","2026"
"1,502,110,179","LSM2368","NY","PAS","08/27/2026 12:00:00 AM","14","SUBN","BMW","P","36,820","75,122","75,125","20,261,218","50","50","50","976,871","0050","0000","0942A",,,,"3901","GREYSTONE AVE",,"0","408","D",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,"20","2026"
"1,502,226,091","KTG2499","NY","PAS","08/27/2026 12:00:00 AM","98","SDN","NISSA","P","19,960","24,940","25,050","20,260,323","103","103","103","946,364","0103","0000","1019P",,"Q","F","177-28","106 RD",,"0","408","J2",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,"20","2026"
"1,502,226,108","KNS8547","NY","PAS","08/27/2026 12:00:00 AM","98","SDN","SUBAR","P","24,240","20,140","20,240","20,270,604","103","103","103","946,364","0103","0000","0810P",,"Q","O","108-13","164 ST",,"0","408","F2",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,"20","2026"
"1,502,297,577","KMF9418","NY","PAS","08/27/2026 12:00:00 AM","40","SUBN","FORD","P","21,590","19,340","19,590","20,270,325","102","102","102","968,601","0102","0000","0958P",,"Q","F","101-52","124 ST",,"0","408","F2",,"BBBBBBB","ALL","ALL","BLUE","0","2012","-","0",,,,,"20","2026"
"1,502,068,114","GBB9784","NY","PAS","08/27/2026 12:00:00 AM","46","SUBN","MAZDA","P","6,380","9,130","9,180","20,260,729","66","66","66","960,452","0066","0000","0411P",,"K","O","5118","13TH AVE",,"0","408","F2",,"BBBBBBB","ALL","ALL","RED","0","2018","-","0",,,,,,"2026"
"1,504,503,818","LNE4141","NY","PAS","08/28/2026 12:00:00 AM","16","SUBN","CHRYS","P","74,630","5,280","5,430","20,260,828","78","78","78","970,242","0078","0000","1222P",,"K","F","621","SACKETT STREET",,"0","408","C",,"YYYYYbb","0JA","0600P","GRAY","0","2024","-","0",,,,,"20","2026"
"1,502,555,414","LVA3600","NY","PAS","08/28/2026 12:00:00 AM","40","SDN","NISSA","P","27,090","70,720","68,420","20,270,603","46","46","46","981,243","0046","0000","1238A","1238A",,"F",,"I/F/O 317 E 181 ST",,"20,250,828","408","E2",,"BBBBBBB","ALL","ALL","BLK","0","2007","-","0",,,,,"20","2026"
"1,502,054,498","HWG8112","NY","PAS","08/28/2026 12:00:00 AM","46","SDN","TOYOT","P","28,830","13,830","29,630","20,260,516","66","66","66","960,452","0066","0000","0605P",,"K","F","736","CONEY IS AVE",,"0","408","99",,"BBBBBBB","ALL","ALL","GY","0","2007","-","0",,,,,,"2026"
"1,501,972,625","KYP5023","NY","PAS","08/29/2026 12:00:00 AM","40",,"HONDA","P","14,220","73,420","76,950","20,280,219","43","43","43","982,603","0043","0000","1220A","1220A",,"F","1111","BOYNTON AVE",,"20,260,829","408","F1",,"bbbbbbb","ALL","ALL","GRAY","0","2022","-","0",,,,,"20","2026"
"1,501,972,637","FN59480","99","PAS","08/29/2026 12:00:00 AM","40","SDN","HYUND","P","73,420","30,420","14,220","20,260,806","43","43","43","982,603","0043","0000","1215A","1215A",,"F","1533","WATSON AVE",,"20,260,829","408","E2",,"bbbbbbb","ALL","ALL","GRAY","0","2012","-","0",,,,,"20","2026"
"1,501,087,307","MWW2337","PA","PAS","08/29/2026 12:00:00 AM","46","SDN","TOYOT","P","41,030","37,510","37,515","20,260,430","69","69","62","980,218","0062","0000","0915P","0905P","K","F","80-27","FLATLANDS AVE",,"20,260,829","408","F1",,"BBBBBBB","ALL","ALL",,"0","2011","-","0",,,,,"20","2026"
"1,501,205,936","T665257C","NY","OMT","08/29/2026 12:00:00 AM","40","SUBN","CADIL","N","11,790","61,090","9,840","20,260,430","108","108","108","976,656","0108","0000","0628A",,"Q","F","41-50","56 ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","BLK","0","2025","-","0",,,,,"20","2026"
"1,501,894,730","LLA8371","NY","PAS","08/29/2026 12:00:00 AM","22","SDN","KIA","P","34,730","10,510","10,610","20,260,612","18","18","18","979,519","0018","0000","0033A",,,"F","159","W 48 ST",,"0","408","C",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,"20","2026"
"1,502,228,002","KXC9573","NY","PAS","08/29/2026 12:00:00 AM","67","VAN","DODGE","P","0","0","0","20,260,803","103","103","103","946,364","0103","0000","1210A",,"Q","I",,"S/W/C/O PINEGROVE ST","FERNDALE AVE","0","408","K6",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,"20","2026"
"1,502,426,456","JLV1810","NY","PAS","08/29/2026 12:00:00 AM","46","SUBN","HONDA","N","64,290","7,790","7,990","20,250,902","114","114","114","981,911","0114","0000","1111P","1110P","Q","F","3062","STEINWAY ST",,"20,260,829","408","E2",,"BBBBBBB","ALL","ALL","GRY","0","2007","-","0",,,,,"20","2026"
"1,501,760,828","KQ895G","FL","PAS","08/30/2026 12:00:00 AM","14","SDN","FORD","A","97,530","0","0","20,260,619","115","115","302","49,960","0302","0000","0322P",,"Q",,,"LGA","TERMINAL C ARRIVALS","0","408","J6",,"BBBBBBB","ALL","ALL","BLK","0","2013","-","0",,,,,"20","2026"
"1,501,964,847","JEF5017","NY","PAS","08/30/2026 12:00:00 AM","21","SDN","NISSA","P","0","40,404","40,404","20,261,227","50","50","30","970,130","0030","0000","0315A",,"NY","F","571","RIVERSIDE DR",,"0","408","F1",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,"20","2026"
"1,502,552,942","AM68107","CT","PAS","08/30/2026 12:00:00 AM","67","SDN","ACURA","P","17,020","36,420","0","20,260,227","46","46","46","981,144","0046","0000","1244A",,"BX",,,"BUSH","GRAND CONCOURSE","0","408","D",,"BBBBBBB","ALL","ALL","TAN","0","2006","-","0",,,,,"20","2026"
"1,500,925,032","18102NA","NY","COM","08/31/2026 12:00:00 AM","40","VAN","ME/BE","P","67,830","22,480","22,530","20,260,831","60","60","60","972,053","0060","0000","0727P",,"K","O","1070","OCEANVIEW AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL","WH","0","2019","-","2",,,,,"20","2026"
"1,447,937,776","LHV1176","NY","PAS","08/31/2026 12:00:00 AM","67","SUBN","FORD","P","24,970","43,110","17,790","20,260,225","103","103","102","979,117","0102","0000","0641P",,"Q","F","87-23","178 ST",,"0","408","J3",,"BBBBBBB","ALL","ALL","WHT","0","2020","-","0",,,,,"20","2026"
"1,498,296,660","LLL8615","NY","PAS","08/31/2026 12:00:00 AM","40","SDN","DODGE","P","33,390","62,200","60,790","20,260,817","100","100","100","972,230","0100","0000","0314P",,"Q","F","161","B 98 ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","WHITE","0","2020","-","0",,,,,"20","2026"
"1,498,992,924","LHC2014","NY","PAS","08/31/2026 12:00:00 AM","46","SDN","NISSA","P","28,790","9,640","9,790","20,260,131","114","114","114","981,914","0114","0000","0335A",,"Q","F","41-18","ASTORIA BLVD S",,"0","408","C3",,"BBBBBBB","ALL","ALL","GRY","0","2010","-","0",,,,,"20","2026"
"1,499,201,485","AZ503V","NJ","PAS","08/31/2026 12:00:00 AM","78","TK","VOLVO","P","26,940","22,320","0","20,260,630","48","48","48","962,555","0048","0000","1140P",,"BX",,,"E 176 ST","CROTONA AVE","0","408","E2",,"BBBBBBB","ALL","ALL","WH","0","2014","-","0",,,,,"20","2026"
"1,499,221,502","GSA2712","NY","PAS","08/31/2026 12:00:00 AM","14","SDN","CADIL","P","0","40,404","40,404","20,261,001","49","49","49","969,492","0049","0000","0458P",,"BX","F","1543","STILWELL AVE",,"0","408","K6",,"BBBBBBB","ALL","ALL","WH","0","2024","-","0",,,,,"20","2026"
"1,501,533,903","LRC4306","NY","PAS","08/31/2026 12:00:00 AM","46","SDN","HONDA","P","11,010","37,670","37,690","20,260,825","34","34","34","981,267","0034","0000","0325A",,"NY","F","3856","10TH AVE",,"0","408","F1",,"BBBBBBB","ALL","ALL","GRY","0","0","-","0",,,,,"20","2026"
"1,502,226,054","KPU8868","NY","PAS","08/31/2026 12:00:00 AM","74",,"FORD","P","55,590","49,230","20,140","20,270,817","103","103","103","946,364","0103","0000","0939P",,"Q","F","107-65","MERRICK BLVD",,"0","408","E3",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,"20","2026"
"1,490,897,537","LPW7675","NY","PAS","08/31/2026 12:00:00 AM","46","SUBN","ACURA","P","81,430","86,630","73,430","20,261,118","77","77","77","981,499","0077","0000","0807P",,"K","F","1460","STERLING PL",,"0","408","C",,"BBBBBBB","ALL","ALL","GREY","0","2008","-","0",,,,,,"2026"
"1,501,756,450","LHM7252","NY","PAS","08/31/2026 12:00:00 AM","20","SUBN","CHEVR","P","83,730","76,430","70,330","20,260,112","75","75","75","966,293","0075","0000","0857A",,"K","F","625","SUTTER AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL","WH","0","2022","-","0",,,,,,"2026"
"1,500,630,378","LNR1484","NY","PAS","09/01/2026 12:00:00 AM","71","SDN","BMW","P","41,450","45,235","48,400","20,260,901","120","120","120","981,859","0120","0000","0748P",,"R","F","55","BOWEN STREET",,"0","408","E2",,"bbbbbbb","ALL","ALL","WHT","0","2021","-","0",,,,,,"2026"
"1,489,221,992","LXJ6294","NY","PAS","09/01/2026 12:00:00 AM","98","SUBN","JEEP","P","26,700","20,720","32,820","20,270,616","44","44","44","966,070","0044","0000","0137A","0906P","BX","F","288","E 168 ST",,"20,260,901","408","F1",,"BBBBBBB","ALL","ALL","WHI","0","2025","-","0",,,,,"20","2026"
"1,496,289,602","KDR5019","NY","PAS","09/01/2026 12:00:00 AM","71","SUBN","MITSU","P","62,420","60,520","64,220","20,260,915","43","43","808","981,386","0808","0000","0902P",,"NY",,"615","ROSEDALE AVE",,"0","408","J6",,"BBBBBBB","ALL","ALL","BLK","0","2016","-","0",,,,,"20","2026"
"1,502,551,652","AC55884","CT","PAS","09/01/2026 12:00:00 AM","67","SDN","HONDA","P","27,120","72,720","0","0","46","46","46","980,378","0046","0000","0216A","0216A","BX","F",,"E 182 ST","WALTON AVE","20,260,901","408","F1",,"BBBBBBB","ALL","ALL","RED","0","0","-","0",,,,,"20","2026"
"1,502,551,664","MJH5620","PA","PAS","09/01/2026 12:00:00 AM","40","SDN","SUBAR","P","52,120","17,700","0","20,260,228","46","46","46","980,378","0046","0000","0226A","0226A","BX","F",,"MORRIS AVE","CAMERON PL","20,260,901","408","F7",,"BBBBBBB","ALL","ALL","WHITE","0","0","-","0",,,,,"20","2026"
"1,502,955,635","LUE5289","NY","PAS","09/02/2026 12:00:00 AM","40","SUBN","HONDA","P","20,720","26,730","26,760","88,888,888","44","44","44","982,573","0044","0000","0600P","0540P",,"F","1365","COLLEGE AVE",,"0","408","F1",,"bbbbbbb","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1,501,034,716","T130920C","NY","OMT","09/03/2026 12:00:00 AM","19","TAXI",,"M","64,790","28,265","54,102","20,260,630","103","103","968","298,130","0968","0000","0626P","0626P","Q","F","93-02","SUTPHIN BLVD",,"0","408","C4",,"BBBBBBB","ALL","ALL","BR","0","2012","-","0",,,,,"20","2026"
"1,500,345,830","KWC9269","NY","PAS","09/04/2026 12:00:00 AM","98","SUBN","TOYOT","P","24,230","77,730","51,030","20,260,531","76","76","76","969,591","0076","0000","0915P",,"K","F","88","BUTLER STREET",,"0","408","F2",,"BBBBBBB","ALL","ALL","BLK","0","2019","-","0",,,,,"20","2026"
"1,500,788,521","MDC7326","99","PAS","09/04/2026 12:00:00 AM","21","SDN",,"P","49,130","18,630","67,030","20,260,321","76","76","76","968,998","0076","0000","0852A",,,"F","29","HERKIMER STREET",,"0","408","F1",,"BBBBBBB","ALL","ALL","GRY","0","2015","-","0",,,,,"20","2026"
"1,501,798,730","JBX6081","NY","PAS","09/04/2026 12:00:00 AM","14","SUBN","HONDA","P","89,530","5,280","5,430","20,260,731","84","84","84","959,545","0084","0000","1218P",,"K","F","575","WARREN ST",,"0","408","C",,"BBBBBBB","ALL","ALL","BK","0","2018","-","0",,,,,"20","2026"
"1,505,047,894","LXK1880","NY","PAS","09/05/2026 12:00:00 AM","14",,"NISSA","P","32,030","12,130","83,330","20,260,710","79","79","79","983,263","0079","0000","0937P",,"K","O","134","DECATUR STREET",,"0","408","F1",,"bbbbbbb","ALL","ALL",,"0","2023","-","0",,,,,"20","2026"
"1,495,943,458","919AXE","SC","PAS","09/05/2026 12:00:00 AM","40","SDN","FORD","P","8,590","13,490","13,740","20,261,031","108","108","108","972,671","0108","0000","0946P",,"Q","F","64-01","35 AVE",,"0","408","F2",,"BBBBBBB","ALL","ALL","WHITE","0","2017","-","0",,,,,"20","2026"
"1,498,824,079","GRA3871","NY","PAS","09/05/2026 12:00:00 AM","98","SDN","NISSA","P","56,030","79,930","18,630","20,260,727","77","77","77","977,865","0077","0000","0308P",,,"F","625","LINCOLN PL",,"0","408","E2",,"BBBBBBB","ALL","ALL","GRAY","0","2005","-","0",,,,,"20","2026"
"1,496,435,412","LGH2106","NY","PAS","09/05/2026 12:00:00 AM","14","SUBN","MAZDA","P","90,230","67,730","35,130","20,260,307","70","70","70","976,127","0070","0000","0917P",,"K","F","275","WEBSTER AVE",,"0","408","E9",,"BBBBBBB","ALL","ALL","GRY","0","2024","-","0",,,,,,"2026"
"1,502,337,812","T712921C","NY","OMT","09/05/2026 12:00:00 AM","40","SDN","TOYOT","P","10,680","17,330","7,430","20,260,831","62","62","62","974,422","0062","0000","0951P",,"K","F","2215","82 STREET",,"0","408","F2",,"BBBBBBB","ALL","ALL","BLUE","0","2025","-","0",,,,,,"2026"
"1,492,096,295","LZB9204","NY","PAS","09/06/2026 12:00:00 AM","71","SUBN","MITSU","P","8,440","53,990","22,490","20,270,616","109","109","109","925,636","0109","0000","0345A",,"Q","F","136-21","LATIMER PL",,"0","408","E5",,"BBBBBBB","ALL","ALL","WHT","0","2015","-","0",,,,,"20","2026"
"1,492,087,373","LSW9194","NY","PAS","09/07/2026 12:00:00 AM","14","SUBN","TOYOT","P","8,990","59,590","54,580","20,261,226","109","109","109","977,087","0109","0000","0200A","0200A","Q","O","135-05","38 AVE",,"0","408","E5",,"BBBBBBB","ALL","ALL","GY","0","2023","-","0",,,,,"20","2026"
"1,500,381,883","MYV6490","PA","PAS","09/07/2026 12:00:00 AM","40","SUBN","HONDA","P","13,640","11,090","11,110","0","104","104","104","951,082","0104","0000","0406A",,,,"5328","65 PL",,"0","408","F2",,"BBBBBBB","ALL","ALL","BLK","0","0","-","1",,,,,"20","2026"
"1,499,093,913","TFP40","NY","COM","09/07/2026 12:00:00 AM","40","VAN","CHEVR","P","17,140","18,290","18,290","20,261,031","102","102","102","959,599","0102","0000","0510P",,"Q","F","91-01","84 ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","WH","0","2020","-","0",,,,,,"2026"
"1,501,251,582","LRP4341","NY","PAS","09/07/2026 12:00:00 AM","40","SDN","HONDA","P","80,430","23,330","54,070","20,261,116","77","77","77","981,742","0077","0000","1105P","2302P",,"F","905","ST MARKS AVE",,"20,260,907","408","C",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1,502,545,172","LJE2234","NY","PAS","09/07/2026 12:00:00 AM","46","SUBN","TOYOT","P","55,220","12,550","70,620","20,260,319","44","44","44","981,568","0044","0000","1130P","2320P","BX","F","1435","OGDEN AVE",,"20,260,907","408","F1",,"BBBBBBB","ALL","ALL","GRY","0","2015","-","0",,,,,,"2026"
"1,501,934,272","FSP1526","NY","PAS","09/08/2026 12:00:00 AM","17","SUBN","HONDA","W","26,630","64,830","36,480","20,250,919","71","71","976","102,039","0976","0000","0105P",,"K","F","451","CLARKSON AVE",,"0","408","C",,"BBBBBBB","0700A","0700P","BURG","0","2011","-","0",,,,,,"2026"
"1,501,934,340","N81VGX","NJ","PAS","09/08/2026 12:00:00 AM","17","SDN","NISSA","W","26,630","64,830","36,480","0","71","71","976","102,039","0976","0000","0146P",,"K","F","451","CLARKSON AVE",,"0","408","C",,"BBBBBBB","0700A","0700P","BLK","0","0","-","0",,,,,,"2026"
"1,501,934,363","295BNXC","TN","PAS","09/08/2026 12:00:00 AM","20","SDN","NISSA","W","26,630","36,530","36,580","0","71","71","976","102,039","0976","0000","0218P",,"K","F","541","CLARKSON AVE",,"0","408","D",,"BBBBBBB","ALL","ALL","BLK","0","0","-","0",,,,,,"2026"
"1,451,899,099","TCW4344","VA","PAS","09/09/2026 12:00:00 AM","14","SDN","CHEVR","P","34,690","10,510","10,610","20,260,430","18","18","18","969,644","0018","0000","0805P","1005P",,"I","121","WEST 46 STREET",,"20,250,909","408","F2",,"YYYYYYY","ALL","ALL","GRAY","0","0","-","0",,,,,"20","2026"
"1,492,006,520","LLB6112","NY","PAS","09/09/2026 12:00:00 AM","98","SUBN","LEXUS","P","25,960","10,150","10,290","20,260,429","111","111","111","945,706","0111","0000","1015A",,"Q","F","45-58","202 ST",,"0","408","F2",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,"20","2026"
"1,500,953,982","LHM1313","NY","PAS","09/09/2026 12:00:00 AM","40","SDN","GENES","N","0","0","0","20,260,121","46","46","46","980,057","0046","0000","0147P","0147P","BX",,,"I/S MT HOPE","ANTHONY AVE","20,260,909","408","F1",,"BBBBBBB","ALL","ALL","GRY","0","2024","-","0",,,,,,"2026"
"1,495,774,387","18836BT","NY","OMR","09/10/2026 12:00:00 AM","40","BUS","MAXFO","P","42,630","8,480","8,530","20,260,226","66","66","66","946,077","0066","0000",,,"K","F","3803","FT HAMILTON PKWY",,"0","408","E2",,"BBBBBBB","ALL","ALL","YL","0","2013","-","0",,,,,,"2026"
"1,505,614,405","MRW5480","PA","PAS","09/11/2026 12:00:00 AM","46","SUBN","JEEP","P","67,030","13,880","65,030","20,251,231","67","67","67","981,068","0067","0000","0618P",,"K","F","1859","NOSTRAND AVE",,"0","408","F1",,"bbbbbbb","ALL","ALL","GRAY","0","0","-","0",,,,,"20","2026"
"1,502,227,332","MZK7087","PA","PAS","09/11/2026 12:00:00 AM","40","SUBN","BMW","P","28,265","23,070","23,140","20,260,831","103","103","103","981,381","0103","0000","0709P","1905P","Q","F","147-23","ARCHER AVE",,"20,260,911","408","C4",,"BBBBBBB","ALL","ALL","GRY","0","2012","-","0",,,,,,"2026"
"1,496,829,104","LET4069","NY","PAS","09/12/2026 12:00:00 AM","40","SUBN","HYUND","K","11,220","44,635","35,580","20,271,017","123","123","123","160,449","0005","0000","1215",,"R","O",,"BLOOMINGDALE PARK",,"0","408","B",,"bbbbbbb","ALL","ALL","GREY","0","2023","-","0",,,,,"20","2026"
